student_id,clgbranch,clgyear,clgsem,video_title,rating
S0579,ECE,4,2,Analog Electronics,4.0
S0579,ECE,4,2,Digital Signal Processing,4.1
S0579,ECE,4,2,Antenna Theory,4.1
S0580,ECE,4,1,Communication Systems,3.3
S0580,ECE,4,1,Digital Signal Processing,3.1
S0580,ECE,4,1,Microprocessors and Microcontrollers,3.4
S0581,ECE,2,1,VLSI Design Basics,3.4
S0581,ECE,2,1,IoT for ECE,3.3
S0581,ECE,2,1,Microprocessors and Microcontrollers,3.2
S0582,ECE,4,1,Embedded Systems Design,3.3
S0582,ECE,4,1,Digital Signal Processing,3.1
S0582,ECE,4,1,Antenna Theory,3.2
S0583,ECE,1,1,Control Systems Engineering,4.7
S0583,ECE,1,1,Wireless Communication,4.7
S0583,ECE,1,1,IoT for ECE,4.8
S0584,ECE,4,2,Antenna Theory,2.8
S0584,ECE,4,2,Digital Signal Processing,2.7
S0584,ECE,4,2,Antenna Theory,2.7
S0585,ECE,1,1,Microprocessors and Microcontrollers,3.6
S0585,ECE,1,1,Analog Electronics,3.6
S0585,ECE,1,1,Wireless Communication,3.4
S0586,ECE,4,1,Analog Electronics,2.6
S0586,ECE,4,1,Analog Electronics,2.6
S0586,ECE,4,1,IoT for ECE,2.8
S0587,ECE,1,2,Digital Signal Processing,2.6
S0587,ECE,1,2,Digital Signal Processing,2.4
S0587,ECE,1,2,Microprocessors and Microcontrollers,2.5
S0588,ECE,4,2,Communication Systems,4.2
S0588,ECE,4,2,Communication Systems,4.4
S0588,ECE,4,2,VLSI Design Basics,4.2
S0589,ECE,2,1,Embedded Systems Design,3.0
S0589,ECE,2,1,VLSI Design Basics,2.8
S0589,ECE,2,1,IoT for ECE,2.8
S0590,ECE,3,2,Communication Systems,3.8
S0590,ECE,3,2,Control Systems Engineering,3.9
S0590,ECE,3,2,VLSI Design Basics,3.9
S0591,ECE,1,1,Control Systems Engineering,3.3
S0591,ECE,1,1,Control Systems Engineering,3.0
S0591,ECE,1,1,Microprocessors and Microcontrollers,3.2
S0592,ECE,3,2,Microprocessors and Microcontrollers,3.5
S0592,ECE,3,2,Antenna Theory,3.4
S0592,ECE,3,2,VLSI Design Basics,3.2
S0593,ECE,2,2,IoT for ECE,4.0
S0593,ECE,2,2,Antenna Theory,4.0
S0593,ECE,2,2,Embedded Systems Design,3.9
S0594,ECE,4,1,Control Systems Engineering,3.2
S0594,ECE,4,1,Antenna Theory,3.3
S0594,ECE,4,1,Control Systems Engineering,3.1
S0595,ECE,4,2,Communication Systems,3.3
S0595,ECE,4,2,Wireless Communication,3.3
S0595,ECE,4,2,Analog Electronics,3.4
S0596,ECE,3,2,VLSI Design Basics,3.6
S0596,ECE,3,2,Wireless Communication,3.6
S0596,ECE,3,2,Microprocessors and Microcontrollers,3.6
S0597,ECE,2,2,IoT for ECE,4.2
S0597,ECE,2,2,Microprocessors and Microcontrollers,4.1
S0597,ECE,2,2,Microprocessors and Microcontrollers,4.1
S0598,ECE,2,2,Digital Signal Processing,2.8
S0598,ECE,2,2,Wireless Communication,2.8
S0598,ECE,2,2,Analog Electronics,2.8
S0599,ECE,4,2,Microprocessors and Microcontrollers,4.2
S0599,ECE,4,2,Wireless Communication,4.3
S0599,ECE,4,2,Digital Signal Processing,4.3
S0600,ECE,4,1,IoT for ECE,3.4
S0600,ECE,4,1,IoT for ECE,3.5
S0600,ECE,4,1,Embedded Systems Design,3.4
S0601,ECE,4,2,Communication Systems,4.7
S0601,ECE,4,2,Microprocessors and Microcontrollers,4.8
S0601,ECE,4,2,Wireless Communication,4.9
S0602,ECE,2,1,Control Systems Engineering,2.4
S0602,ECE,2,1,Communication Systems,2.7
S0602,ECE,2,1,Antenna Theory,2.4
S0603,ECE,4,1,Embedded Systems Design,4.6
S0603,ECE,4,1,IoT for ECE,4.5
S0603,ECE,4,1,Digital Signal Processing,4.4
S0604,ECE,1,2,VLSI Design Basics,3.0
S0604,ECE,1,2,IoT for ECE,3.0
S0604,ECE,1,2,Antenna Theory,2.7
S0605,ECE,3,1,IoT for ECE,4.2
S0605,ECE,3,1,VLSI Design Basics,4.2
S0605,ECE,3,1,Digital Signal Processing,4.3
S0606,ECE,4,2,Control Systems Engineering,3.7
S0606,ECE,4,2,VLSI Design Basics,3.7
S0606,ECE,4,2,Wireless Communication,3.6
S0607,ECE,4,2,Wireless Communication,3.6
S0607,ECE,4,2,VLSI Design Basics,3.7
S0607,ECE,4,2,VLSI Design Basics,3.7
S0608,ECE,4,1,Analog Electronics,4.2
S0608,ECE,4,1,Communication Systems,4.3
S0608,ECE,4,1,Communication Systems,4.2
S0609,ECE,1,1,Antenna Theory,4.2
S0609,ECE,1,1,Microprocessors and Microcontrollers,3.9
S0609,ECE,1,1,VLSI Design Basics,4.0
S0610,ECE,3,1,Wireless Communication,2.6
S0610,ECE,3,1,Embedded Systems Design,2.7
S0610,ECE,3,1,Wireless Communication,2.7
S0611,ECE,4,2,Wireless Communication,2.9
S0611,ECE,4,2,Analog Electronics,2.8
S0611,ECE,4,2,Microprocessors and Microcontrollers,2.9
S0612,ECE,1,2,VLSI Design Basics,3.8
S0612,ECE,1,2,Microprocessors and Microcontrollers,4.0
S0612,ECE,1,2,Embedded Systems Design,3.8
S0613,ECE,2,2,Antenna Theory,3.3
S0613,ECE,2,2,Wireless Communication,3.6
S0613,ECE,2,2,IoT for ECE,3.3
S0614,ECE,2,2,IoT for ECE,3.6
S0614,ECE,2,2,Communication Systems,3.6
S0614,ECE,2,2,Microprocessors and Microcontrollers,3.7
S0615,ECE,3,2,Digital Signal Processing,2.8
S0615,ECE,3,2,Embedded Systems Design,3.0
S0615,ECE,3,2,Communication Systems,2.7
S0616,ECE,2,2,Communication Systems,3.2
S0616,ECE,2,2,Control Systems Engineering,3.4
S0616,ECE,2,2,Microprocessors and Microcontrollers,3.4
S0617,ECE,2,2,VLSI Design Basics,3.7
S0617,ECE,2,2,Control Systems Engineering,3.6
S0617,ECE,2,2,Wireless Communication,3.5
S0618,ECE,4,2,Embedded Systems Design,2.6
S0618,ECE,4,2,Embedded Systems Design,2.8
S0618,ECE,4,2,Analog Electronics,2.7
S0619,ECE,1,1,Analog Electronics,4.5
S0619,ECE,1,1,Analog Electronics,4.7
S0619,ECE,1,1,Embedded Systems Design,4.7
S0620,ECE,1,1,Digital Signal Processing,3.7
S0620,ECE,1,1,VLSI Design Basics,3.8
S0620,ECE,1,1,Embedded Systems Design,3.9
S0621,ECE,2,2,Digital Signal Processing,3.6
S0621,ECE,2,2,Embedded Systems Design,3.6
S0621,ECE,2,2,Digital Signal Processing,3.5
S0622,ECE,4,1,Control Systems Engineering,4.2
S0622,ECE,4,1,Analog Electronics,4.1
S0622,ECE,4,1,Wireless Communication,4.1
S0623,ECE,2,2,Wireless Communication,2.7
S0623,ECE,2,2,Antenna Theory,2.8
S0623,ECE,2,2,Analog Electronics,2.7
S0624,ECE,2,2,Embedded Systems Design,3.6
S0624,ECE,2,2,Embedded Systems Design,3.7
S0624,ECE,2,2,Analog Electronics,3.5
S0625,ECE,1,1,Microprocessors and Microcontrollers,3.4
S0625,ECE,1,1,IoT for ECE,3.1
S0625,ECE,1,1,Antenna Theory,3.3
S0626,ECE,1,1,Wireless Communication,3.0
S0626,ECE,1,1,Wireless Communication,2.9
S0626,ECE,1,1,Analog Electronics,3.1
S0627,ECE,3,1,Wireless Communication,2.7
S0627,ECE,3,1,IoT for ECE,2.9
S0627,ECE,3,1,Control Systems Engineering,2.8
S0628,ECE,4,2,Control Systems Engineering,3.6
S0628,ECE,4,2,Digital Signal Processing,3.5
S0628,ECE,4,2,VLSI Design Basics,3.4
S0629,ECE,4,1,Embedded Systems Design,3.2
S0629,ECE,4,1,Microprocessors and Microcontrollers,3.3
S0629,ECE,4,1,Digital Signal Processing,3.4
S0630,ECE,4,1,Microprocessors and Microcontrollers,4.9
S0630,ECE,4,1,Antenna Theory,4.9
S0630,ECE,4,1,Communication Systems,4.7
S0631,ECE,1,1,Antenna Theory,2.6
S0631,ECE,1,1,VLSI Design Basics,2.9
S0631,ECE,1,1,Embedded Systems Design,3.0
S0632,ECE,3,1,Microprocessors and Microcontrollers,3.6
S0632,ECE,3,1,IoT for ECE,3.3
S0632,ECE,3,1,Antenna Theory,3.4
S0633,ECE,2,2,Digital Signal Processing,3.8
S0633,ECE,2,2,Microprocessors and Microcontrollers,3.8
S0633,ECE,2,2,IoT for ECE,4.2
S0634,ECE,4,2,Analog Electronics,3.7
S0634,ECE,4,2,Analog Electronics,3.6
S0634,ECE,4,2,Control Systems Engineering,3.7
S0635,ECE,2,1,Digital Signal Processing,3.1
S0635,ECE,2,1,Control Systems Engineering,3.3
S0635,ECE,2,1,Analog Electronics,3.3
S0636,ECE,2,2,Embedded Systems Design,4.2
S0636,ECE,2,2,Communication Systems,4.0
S0636,ECE,2,2,Control Systems Engineering,4.0
S0637,ECE,3,1,Antenna Theory,2.9
S0637,ECE,3,1,Communication Systems,2.9
S0637,ECE,3,1,Digital Signal Processing,2.7
S0638,ECE,4,2,Wireless Communication,4.1
S0638,ECE,4,2,Embedded Systems Design,4.1
S0638,ECE,4,2,VLSI Design Basics,4.1
S0639,ECE,4,2,Digital Signal Processing,2.9
S0639,ECE,4,2,VLSI Design Basics,3.0
S0639,ECE,4,2,Control Systems Engineering,2.7
S0640,ECE,1,1,Communication Systems,2.4
S0640,ECE,1,1,Embedded Systems Design,2.7
S0640,ECE,1,1,Control Systems Engineering,2.5
S0641,ECE,2,2,IoT for ECE,4.6
S0641,ECE,2,2,Microprocessors and Microcontrollers,4.3
S0641,ECE,2,2,Communication Systems,4.3
S0642,ECE,4,1,Microprocessors and Microcontrollers,2.7
S0642,ECE,4,1,IoT for ECE,2.7
S0642,ECE,4,1,IoT for ECE,2.9
S0643,ECE,3,1,IoT for ECE,3.9
S0643,ECE,3,1,IoT for ECE,3.8
S0643,ECE,3,1,Embedded Systems Design,3.9
S0644,ECE,4,1,Antenna Theory,3.0
S0644,ECE,4,1,Microprocessors and Microcontrollers,3.1
S0644,ECE,4,1,Wireless Communication,3.1
S0645,ECE,1,2,Wireless Communication,3.3
S0645,ECE,1,2,VLSI Design Basics,3.5
S0645,ECE,1,2,Control Systems Engineering,3.4
S0646,ECE,1,2,IoT for ECE,4.6
S0646,ECE,1,2,Wireless Communication,4.4
S0646,ECE,1,2,Microprocessors and Microcontrollers,4.2
S0647,ECE,2,1,Antenna Theory,4.1
S0647,ECE,2,1,Control Systems Engineering,4.3
S0647,ECE,2,1,Wireless Communication,4.3
S0648,ECE,4,1,Digital Signal Processing,2.7
S0648,ECE,4,1,IoT for ECE,2.7
S0648,ECE,4,1,Microprocessors and Microcontrollers,2.8
S0649,ECE,2,1,Embedded Systems Design,4.1
S0649,ECE,2,1,Digital Signal Processing,4.0
S0649,ECE,2,1,Control Systems Engineering,3.9
S0650,ECE,3,1,Wireless Communication,5.0
S0650,ECE,3,1,Embedded Systems Design,5.0
S0650,ECE,3,1,VLSI Design Basics,4.9
S0651,ECE,3,2,Analog Electronics,3.0
S0651,ECE,3,2,Communication Systems,3.1
S0651,ECE,3,2,Analog Electronics,3.2
S0652,ECE,1,1,VLSI Design Basics,4.9
S0652,ECE,1,1,Embedded Systems Design,4.8
S0652,ECE,1,1,Microprocessors and Microcontrollers,4.9
S0653,ECE,3,1,Embedded Systems Design,3.3
S0653,ECE,3,1,Control Systems Engineering,3.0
S0653,ECE,3,1,Microprocessors and Microcontrollers,3.2
S0654,ECE,3,1,Microprocessors and Microcontrollers,3.7
S0654,ECE,3,1,Antenna Theory,3.7
S0654,ECE,3,1,Embedded Systems Design,3.7
S0655,ECE,3,2,Wireless Communication,3.5
S0655,ECE,3,2,Wireless Communication,3.5
S0655,ECE,3,2,VLSI Design Basics,3.6
S0656,ECE,1,2,Digital Signal Processing,4.4
S0656,ECE,1,2,Microprocessors and Microcontrollers,4.5
S0656,ECE,1,2,VLSI Design Basics,4.5
S0657,ECE,3,2,Analog Electronics,3.3
S0657,ECE,3,2,Embedded Systems Design,3.5
S0657,ECE,3,2,Embedded Systems Design,3.2
S0658,ECE,1,1,Digital Signal Processing,4.1
S0658,ECE,1,1,VLSI Design Basics,4.1
S0658,ECE,1,1,Antenna Theory,4.3
S0659,ECE,3,1,IoT for ECE,3.5
S0659,ECE,3,1,Embedded Systems Design,3.7
S0659,ECE,3,1,Microprocessors and Microcontrollers,3.5
S0660,ECE,4,1,VLSI Design Basics,3.2
S0660,ECE,4,1,Wireless Communication,3.3
S0660,ECE,4,1,Microprocessors and Microcontrollers,3.0
S0661,ECE,3,2,IoT for ECE,4.1
S0661,ECE,3,2,Embedded Systems Design,3.9
S0661,ECE,3,2,Communication Systems,4.0
S0662,ECE,4,2,VLSI Design Basics,2.6
S0662,ECE,4,2,Communication Systems,2.5
S0662,ECE,4,2,Communication Systems,2.5
S0663,ECE,4,1,Control Systems Engineering,4.6
S0663,ECE,4,1,Digital Signal Processing,4.7
S0663,ECE,4,1,Wireless Communication,4.8
S0664,ECE,2,2,IoT for ECE,2.5
S0664,ECE,2,2,Communication Systems,2.6
S0664,ECE,2,2,Wireless Communication,2.5
S0665,ECE,4,1,Analog Electronics,4.8
S0665,ECE,4,1,Microprocessors and Microcontrollers,4.8
S0665,ECE,4,1,VLSI Design Basics,4.6
S0666,ECE,3,1,Analog Electronics,2.5
S0666,ECE,3,1,Digital Signal Processing,2.8
S0666,ECE,3,1,Embedded Systems Design,2.8
S0667,EEE,3,2,Smart Grid Technology,3.5
S0667,EEE,3,2,Electric Circuit Analysis,3.5
S0667,EEE,3,2,Switchgear and Protection,3.6
S0668,EEE,2,1,Power System Analysis,3.9
S0668,EEE,2,1,Energy Management,4.2
S0668,EEE,2,1,Power System Analysis,4.2
S0669,EEE,2,2,Smart Grid Technology,4.3
S0669,EEE,2,2,Power Electronics,4.2
S0669,EEE,2,2,Renewable Energy Systems,4.4
S0670,EEE,1,1,Power Electronics,2.6
S0670,EEE,1,1,Power System Analysis,2.8
S0670,EEE,1,1,Smart Grid Technology,2.7
S0671,EEE,2,2,Electric Circuit Analysis,2.3
S0671,EEE,2,2,Switchgear and Protection,2.6
S0671,EEE,2,2,Energy Management,2.6
S0672,EEE,3,1,Electric Circuit Analysis,4.3
S0672,EEE,3,1,High Voltage Engineering,4.2
S0672,EEE,3,1,High Voltage Engineering,4.1
S0673,EEE,4,1,Electrical Machines,3.6
S0673,EEE,4,1,Electrical Machines,3.4
S0673,EEE,4,1,High Voltage Engineering,3.6
S0674,EEE,1,1,Electric Circuit Analysis,3.4
S0674,EEE,1,1,Smart Grid Technology,3.5
S0674,EEE,1,1,Switchgear and Protection,3.3
S0675,EEE,3,1,Smart Grid Technology,4.3
S0675,EEE,3,1,Smart Grid Technology,4.5
S0675,EEE,3,1,Energy Management,4.3
S0676,EEE,2,1,Power Electronics,3.9
S0676,EEE,2,1,Control Systems,3.8
S0676,EEE,2,1,Power Electronics,3.7
S0677,EEE,1,1,High Voltage Engineering,3.4
S0677,EEE,1,1,Switchgear and Protection,3.3
S0677,EEE,1,1,Control Systems,3.4
S0678,EEE,2,1,Switchgear and Protection,4.0
S0678,EEE,2,1,Smart Grid Technology,4.1
S0678,EEE,2,1,Control Systems,4.1
S0679,EEE,4,1,Control Systems,4.6
S0679,EEE,4,1,Switchgear and Protection,4.8
S0679,EEE,4,1,Switchgear and Protection,4.8
S0680,EEE,2,1,Power Electronics,4.4
S0680,EEE,2,1,Energy Management,4.2
S0680,EEE,2,1,Energy Management,4.1
S0681,EEE,3,2,High Voltage Engineering,4.6
S0681,EEE,3,2,Power System Analysis,4.5
S0681,EEE,3,2,Energy Management,4.7
S0682,EEE,2,2,High Voltage Engineering,3.2
S0682,EEE,2,2,Energy Management,3.2
S0682,EEE,2,2,High Voltage Engineering,3.1
S0683,EEE,3,1,Renewable Energy Systems,3.1
S0683,EEE,3,1,Smart Grid Technology,3.1
S0683,EEE,3,1,Power System Analysis,3.0
S0684,EEE,2,2,Smart Grid Technology,4.3
S0684,EEE,2,2,Power Electronics,4.2
S0684,EEE,2,2,Electric Circuit Analysis,4.0
S0685,EEE,2,2,Switchgear and Protection,2.7
S0685,EEE,2,2,Control Systems,2.7
S0685,EEE,2,2,Electric Circuit Analysis,2.9
S0686,EEE,4,1,High Voltage Engineering,4.7
S0686,EEE,4,1,Energy Management,4.9
S0686,EEE,4,1,Power Electronics,4.8
S0687,EEE,1,2,Power System Analysis,3.0
S0687,EEE,1,2,Electrical Machines,2.7
S0687,EEE,1,2,Power Electronics,2.8
S0688,EEE,4,2,Electric Circuit Analysis,4.4
S0688,EEE,4,2,Power System Analysis,4.0
S0688,EEE,4,2,Power System Analysis,4.4
S0689,EEE,4,1,Power System Analysis,4.1
S0689,EEE,4,1,Power Electronics,4.0
S0689,EEE,4,1,Power System Analysis,3.9
S0690,EEE,1,2,Switchgear and Protection,2.7
S0690,EEE,1,2,Control Systems,2.7
S0690,EEE,1,2,Electrical Machines,2.5
S0691,EEE,1,2,Smart Grid Technology,3.1
S0691,EEE,1,2,Energy Management,3.1
S0691,EEE,1,2,Switchgear and Protection,3.0
S0692,EEE,4,2,Electrical Machines,2.8
S0692,EEE,4,2,Electric Circuit Analysis,2.9
S0692,EEE,4,2,Control Systems,2.7
S0693,EEE,2,2,Power Electronics,3.2
S0693,EEE,2,2,Electrical Machines,3.3
S0693,EEE,2,2,Energy Management,3.3
S0694,EEE,2,1,Electric Circuit Analysis,3.3
S0694,EEE,2,1,Power Electronics,3.2
S0694,EEE,2,1,Electric Circuit Analysis,3.2
S0695,EEE,1,2,Electric Circuit Analysis,4.3
S0695,EEE,1,2,Smart Grid Technology,4.2
S0695,EEE,1,2,Power System Analysis,4.3
S0696,EEE,2,1,Energy Management,2.7
S0696,EEE,2,1,Energy Management,2.5
S0696,EEE,2,1,Renewable Energy Systems,2.8
S0697,EEE,4,1,Electric Circuit Analysis,4.1
S0697,EEE,4,1,Smart Grid Technology,4.1
S0697,EEE,4,1,Electrical Machines,4.0
S0698,EEE,1,2,Energy Management,2.9
S0698,EEE,1,2,Power Electronics,2.7
S0698,EEE,1,2,Renewable Energy Systems,2.8
S0699,EEE,2,1,Smart Grid Technology,3.8
S0699,EEE,2,1,High Voltage Engineering,3.7
S0699,EEE,2,1,Power System Analysis,3.6
S0700,EEE,3,2,Switchgear and Protection,3.3
S0700,EEE,3,2,Power System Analysis,3.3
S0700,EEE,3,2,Switchgear and Protection,3.5
S0701,EEE,3,1,Power System Analysis,3.2
S0701,EEE,3,1,Smart Grid Technology,3.1
S0701,EEE,3,1,Control Systems,3.3
S0702,EEE,4,2,High Voltage Engineering,2.9
S0702,EEE,4,2,Power System Analysis,2.7
S0702,EEE,4,2,Control Systems,2.6
S0703,EEE,1,2,Renewable Energy Systems,3.9
S0703,EEE,1,2,Electric Circuit Analysis,4.0
S0703,EEE,1,2,Smart Grid Technology,3.7
S0704,EEE,1,2,Power System Analysis,3.0
S0704,EEE,1,2,Electrical Machines,3.0
S0704,EEE,1,2,Electrical Machines,2.8
S0705,EEE,2,2,Power System Analysis,4.6
S0705,EEE,2,2,Power System Analysis,4.7
S0705,EEE,2,2,Switchgear and Protection,4.9
S0706,EEE,1,1,Electrical Machines,2.5
S0706,EEE,1,1,Control Systems,2.4
S0706,EEE,1,1,Electrical Machines,2.6
S0707,EEE,1,1,Control Systems,3.8
S0707,EEE,1,1,Energy Management,3.8
S0707,EEE,1,1,High Voltage Engineering,3.9
S0708,EEE,4,1,Smart Grid Technology,4.9
S0708,EEE,4,1,Renewable Energy Systems,4.9
S0708,EEE,4,1,Switchgear and Protection,4.7
S0709,EEE,1,2,Switchgear and Protection,3.3
S0709,EEE,1,2,Switchgear and Protection,3.2
S0709,EEE,1,2,Switchgear and Protection,3.2
S0710,EEE,4,2,High Voltage Engineering,4.7
S0710,EEE,4,2,High Voltage Engineering,4.6
S0710,EEE,4,2,Renewable Energy Systems,4.6
S0711,EEE,3,1,Renewable Energy Systems,4.0
S0711,EEE,3,1,Renewable Energy Systems,4.0
S0711,EEE,3,1,Renewable Energy Systems,4.1
S0712,EEE,1,1,Control Systems,4.7
S0712,EEE,1,1,Switchgear and Protection,4.3
S0712,EEE,1,1,Electrical Machines,4.4
S0713,EEE,1,2,Switchgear and Protection,4.6
S0713,EEE,1,2,High Voltage Engineering,4.5
S0713,EEE,1,2,Renewable Energy Systems,4.8
S0714,EEE,3,2,High Voltage Engineering,2.7
S0714,EEE,3,2,Electrical Machines,2.8
S0714,EEE,3,2,Energy Management,2.7
S0715,EEE,4,1,Switchgear and Protection,2.8
S0715,EEE,4,1,Electrical Machines,2.9
S0715,EEE,4,1,Smart Grid Technology,3.2
S0716,EEE,3,1,Energy Management,3.4
S0716,EEE,3,1,Power Electronics,3.5
S0716,EEE,3,1,Renewable Energy Systems,3.5
S0717,EEE,4,1,Smart Grid Technology,4.3
S0717,EEE,4,1,Energy Management,4.4
S0717,EEE,4,1,Power Electronics,4.2
S0718,EEE,2,1,High Voltage Engineering,4.7
S0718,EEE,2,1,High Voltage Engineering,4.8
S0718,EEE,2,1,Switchgear and Protection,4.6
S0719,EEE,1,1,Control Systems,3.6
S0719,EEE,1,1,Electric Circuit Analysis,3.3
S0719,EEE,1,1,Renewable Energy Systems,3.5
S0720,EEE,1,2,Control Systems,4.4
S0720,EEE,1,2,Energy Management,4.3
S0720,EEE,1,2,Electric Circuit Analysis,4.4
S0721,EEE,4,2,High Voltage Engineering,3.0
S0721,EEE,4,2,Switchgear and Protection,3.0
S0721,EEE,4,2,Switchgear and Protection,3.1
S0722,EEE,2,2,Control Systems,5.0
S0722,EEE,2,2,Electric Circuit Analysis,5.0
S0722,EEE,2,2,High Voltage Engineering,5.0
S0723,EEE,2,2,High Voltage Engineering,2.8
S0723,EEE,2,2,Smart Grid Technology,2.7
S0723,EEE,2,2,Electrical Machines,2.5
S0724,EEE,2,2,Smart Grid Technology,3.5
S0724,EEE,2,2,High Voltage Engineering,3.5
S0724,EEE,2,2,Switchgear and Protection,3.5
S0725,EEE,1,1,Power Electronics,2.7
S0725,EEE,1,1,Renewable Energy Systems,2.8
S0725,EEE,1,1,Smart Grid Technology,2.9
S0726,EEE,4,1,Power System Analysis,3.7
S0726,EEE,4,1,Power System Analysis,3.8
S0726,EEE,4,1,Energy Management,3.9
S0727,EEE,4,1,Power Electronics,3.4
S0727,EEE,4,1,High Voltage Engineering,3.3
S0727,EEE,4,1,Smart Grid Technology,3.1
S0728,EEE,3,2,High Voltage Engineering,3.4
S0728,EEE,3,2,Electric Circuit Analysis,3.3
S0728,EEE,3,2,Power System Analysis,3.4
S0729,EEE,3,1,Power System Analysis,4.8
S0729,EEE,3,1,Power System Analysis,5.0
S0729,EEE,3,1,Electric Circuit Analysis,4.9
S0730,EEE,2,1,Smart Grid Technology,2.8
S0730,EEE,2,1,Electrical Machines,2.9
S0730,EEE,2,1,Renewable Energy Systems,2.9
S0731,EEE,4,2,Smart Grid Technology,3.5
S0731,EEE,4,2,Control Systems,3.6
S0731,EEE,4,2,Electric Circuit Analysis,3.4
S0732,EEE,3,1,Energy Management,3.2
S0732,EEE,3,1,Power System Analysis,3.4
S0732,EEE,3,1,Renewable Energy Systems,3.5
S0733,EEE,3,1,Renewable Energy Systems,2.9
S0733,EEE,3,1,Power Electronics,2.9
S0733,EEE,3,1,Renewable Energy Systems,2.7
S0734,EEE,3,1,Electrical Machines,4.5
S0734,EEE,3,1,Control Systems,4.5
S0734,EEE,3,1,Electrical Machines,4.6
S0735,EEE,3,1,High Voltage Engineering,4.3
S0735,EEE,3,1,Electrical Machines,4.4
S0735,EEE,3,1,Energy Management,4.5
S0736,EEE,3,2,Energy Management,2.5
S0736,EEE,3,2,Control Systems,2.5
S0736,EEE,3,2,Control Systems,2.4
S0737,EEE,3,2,Power System Analysis,2.6
S0737,EEE,3,2,Power Electronics,2.7
S0737,EEE,3,2,Power System Analysis,2.5
S0738,EEE,4,2,Electric Circuit Analysis,4.3
S0738,EEE,4,2,High Voltage Engineering,4.6
S0738,EEE,4,2,Electrical Machines,4.3
S0739,EEE,2,1,Control Systems,2.8
S0739,EEE,2,1,Switchgear and Protection,2.7
S0739,EEE,2,1,Electrical Machines,2.9
S0740,EEE,2,1,Power Electronics,2.6
S0740,EEE,2,1,Smart Grid Technology,2.5
S0740,EEE,2,1,Renewable Energy Systems,2.5
S0741,EEE,2,1,Electrical Machines,4.6
S0741,EEE,2,1,Smart Grid Technology,4.6
S0741,EEE,2,1,Electrical Machines,4.5
S0742,EEE,3,1,Renewable Energy Systems,4.0
S0742,EEE,3,1,Electric Circuit Analysis,3.8
S0742,EEE,3,1,Control Systems,4.0
S0743,EEE,1,1,Energy Management,3.1
S0743,EEE,1,1,Electric Circuit Analysis,2.9
S0743,EEE,1,1,Electrical Machines,2.8
S0744,EEE,4,1,Smart Grid Technology,4.9
S0744,EEE,4,1,High Voltage Engineering,4.9
S0744,EEE,4,1,High Voltage Engineering,4.8
S0745,EEE,3,1,Electrical Machines,5.0
S0745,EEE,3,1,Power System Analysis,4.8
S0745,EEE,3,1,Switchgear and Protection,4.9
S0746,EEE,1,1,Smart Grid Technology,3.4
S0746,EEE,1,1,Renewable Energy Systems,3.7
S0746,EEE,1,1,Renewable Energy Systems,3.8
S0747,EEE,4,2,Electric Circuit Analysis,3.4
S0747,EEE,4,2,Switchgear and Protection,3.6
S0747,EEE,4,2,Renewable Energy Systems,3.7
S0748,EEE,4,1,Switchgear and Protection,2.9
S0748,EEE,4,1,Electric Circuit Analysis,3.1
S0748,EEE,4,1,Renewable Energy Systems,3.2
S0749,EEE,2,2,Power Electronics,3.8
S0749,EEE,2,2,Switchgear and Protection,3.7
S0749,EEE,2,2,High Voltage Engineering,3.4
S0750,EEE,2,1,Electrical Machines,3.9
S0750,EEE,2,1,Power Electronics,3.9
S0750,EEE,2,1,Control Systems,3.9
S0751,EEE,2,2,Smart Grid Technology,3.6
S0751,EEE,2,2,Power Electronics,3.5
S0751,EEE,2,2,Electrical Machines,3.6
S0752,EEE,4,1,Switchgear and Protection,3.1
S0752,EEE,4,1,Renewable Energy Systems,3.3
S0752,EEE,4,1,Renewable Energy Systems,3.1
S0753,EEE,2,2,Power System Analysis,4.3
S0753,EEE,2,2,Control Systems,4.0
S0753,EEE,2,2,Electric Circuit Analysis,4.2
S0754,EEE,2,1,Power Electronics,4.5
S0754,EEE,2,1,Switchgear and Protection,4.5
S0754,EEE,2,1,High Voltage Engineering,4.7
S0755,EEE,3,2,Switchgear and Protection,4.5
S0755,EEE,3,2,Power Electronics,4.6
S0755,EEE,3,2,High Voltage Engineering,4.3
S0756,EEE,3,2,Smart Grid Technology,3.0
S0756,EEE,3,2,Control Systems,3.4
S0756,EEE,3,2,Power Electronics,3.2
S0757,EEE,1,2,Energy Management,3.1
S0757,EEE,1,2,Control Systems,2.9
S0757,EEE,1,2,Power Electronics,2.9
S0758,EEE,3,1,Electrical Machines,3.6
S0758,EEE,3,1,Electric Circuit Analysis,3.6
S0758,EEE,3,1,Smart Grid Technology,3.8
S0759,EEE,2,1,Renewable Energy Systems,3.2
S0759,EEE,2,1,Power System Analysis,3.1
S0759,EEE,2,1,Energy Management,3.2
S0760,EEE,2,2,Power Electronics,4.4
S0760,EEE,2,2,Smart Grid Technology,4.7
S0760,EEE,2,2,Switchgear and Protection,4.4
S0761,EEE,1,1,Power System Analysis,4.5
S0761,EEE,1,1,Energy Management,4.7
S0761,EEE,1,1,Electric Circuit Analysis,4.6
S0762,EEE,4,2,Energy Management,2.8
S0762,EEE,4,2,Electrical Machines,2.9
S0762,EEE,4,2,Control Systems,2.8
S0763,EEE,3,2,Electric Circuit Analysis,2.7
